t,o,h,l,c,v,n
1556647200,158.59,158.95,158.07,158.34,598389,60
1556650800,158.35,158.44,157.8,157.83,666224,60
1556654400,157.85,158.71,157.67,158.32,495615,60
1556658000,158.36,159.4,158.19,159.2,349170,60
1556661600,159.2,162.8,159.16,161.97,4164505,60
1556665200,161.98,162.09,161.14,161.89,1737513,60
1556668800,161.89,163.72,161.65,162.64,4015002,60
1556672400,162.65,163.08,161.74,161.75,2309457,60
1556676000,161.75,162.59,161.73,162.12,1474960,60
1556679600,162.11,162.12,161.29,161.56,1629183,60
1556683200,161.53,161.58,160.22,160.83,1537343,60
1556686800,160.82,161.04,160.49,160.75,1238122,60
1556690400,160.77,161.62,160.53,161.59,2297783,60
1556694000,161.57,161.67,161.18,161.55,1971539,60
1556697600,161.55,161.6,159.7,160.3,2728760,60
1556701200,160.35,160.56,159.84,160.54,1567823,60
1556704800,160.55,160.57,159.95,160.44,896641,60
1556708400,160.44,161,160.34,160.87,1412878,60
1556712000,160.85,160.9,159.56,160.41,1672702,60
1556715600,160.43,160.47,159.6,160.44,1069012,60
1556719200,160.45,160.63,160.01,160.13,1231448,60
1556722800,160.18,160.4,160.02,160.35,1060597,60
1556726400,160.37,161,160.3,160.63,1217073,60
1556730000,160.63,161.9,160.46,161.69,1640734,60
1556733600,161.69,161.7,160.16,160.5,1828663,60
1556737200,160.49,160.51,158.46,159.25,2776721,60
1556740800,159.22,159.73,158.85,159.54,567567,60
1556744400,159.55,159.72,158.92,159.22,628267,60
1556748000,159.21,159.55,158.88,159.41,370337,60
1556751600,159.42,160.82,159.42,160.25,856853,60
1556755200,160.23,160.5,159.46,159.75,948941,60
1556758800,159.71,160.25,159.52,159.96,1410124,60
1556762400,159.98,160.43,159.74,159.96,983453,60
1556766000,159.96,160.61,159.85,160.55,760041,60
1556769600,160.55,160.55,159.97,160.23,575616,60
1556773200,160.23,160.73,160.08,160.54,1847463,60
1556776800,160.56,160.98,160.42,160.94,783024,60
1556780400,160.95,161.74,160.82,161.11,2690841,60
1556784000,161.13,161.62,160.96,161.59,2147822,60
1556787600,161.59,161.66,160.5,160.6,1877045,60
1556791200,160.57,161.05,160.46,160.56,766545,60
1556794800,160.57,160.93,160.47,160.74,688528,60
1556798400,160.75,160.89,160.28,160.34,1733063,60
1556802000,160.35,161.05,158.72,161,3381111,60
1556805600,160.99,161.41,160.24,161.37,2352922,60
1556809200,161.39,162.14,161.34,161.99,2920416,60
1556812800,162,162.18,160.18,160.59,2133843,60
1556816400,160.58,161.18,160.58,160.95,418580,60
1556820000,160.96,161.02,160.42,160.45,242053,60
1556823600,160.45,161,160.4,160.72,661896,60
1556827200,160.72,162.5,160.47,162.09,1552924,60
1556830800,162.03,163.45,161.89,162.05,1382540,60
1556834400,162.05,162.52,161.55,162.11,4351171,60
1556838000,162.15,162.79,161.8,161.81,4413532,60
1556841600,161.81,162.41,161,161.94,1604377,60
1556845200,161.94,163.5,161.9,163.1,1770301,60
1556848800,163.1,164.18,162.8,163.16,3328538,60
1556852400,163.16,163.3,162.32,162.42,1199524,60
1556856000,162.4,163.66,162.17,162.71,1979039,60
1556859600,162.71,162.9,162.39,162.75,1100847,60
1556863200,162.75,164.64,162.68,163.46,4254012,60
1556866800,163.46,164.25,163.28,163.65,3002988,60
1556870400,163.65,164.09,162.7,163.26,3013872,60
1556874000,163.28,170,162.98,168.36,14999370,60
1556877600,168.36,168.68,166.66,167.09,5093095,60
1556881200,167.09,168.11,166.99,167.34,2340128,60
1556884800,167.33,168.77,167.33,168.66,2193117,60
1556888400,168.67,169.25,168.29,168.86,2593735,60
1556892000,168.86,169.2,168.45,168.75,2699154,60
1556895600,168.72,168.74,167.86,168.26,2494152,60
1556899200,168.24,168.88,167.85,168.09,2043258,60
1556902800,168.13,168.74,166.61,167.5,2164647,60
1556906400,167.48,167.88,166.85,167.54,573956,60
1556910000,167.51,168.05,167.1,167.93,512947,60
1556913600,167.92,168.85,167.88,168.57,778906,60
1556917200,168.54,168.64,167.71,168.37,448167,60
1556920800,168.37,168.47,167.75,168.29,680251,60
1556924400,168.23,168.36,167.56,168,1029211,60
1556928000,168.04,170.59,168.04,169.98,4071462,60
1556931600,169.94,171.3,169.2,170.57,4416338,60
1556935200,170.59,170.82,169.5,169.79,3125931,60
1556938800,169.79,170.02,167.26,167.82,4067588,60
1556942400,167.82,167.92,163.36,165.47,6577313,60
1556946000,165.48,165.91,164.43,164.75,2855124,60
1556949600,164.74,165.81,163.99,165.74,3147189,60
1556953200,165.74,166.3,165.5,165.87,1540845,60
1556956800,165.87,165.89,165,165.32,1343329,60
1556960400,165.35,165.6,164.3,164.67,1918521,60
1556964000,164.63,164.66,162.8,163.84,3565560,60
1556967600,163.84,164.18,163.76,163.87,1860783,60
1556971200,163.9,164.11,163.1,163.7,1234545,60
1556974800,163.68,163.96,160,161.44,6651217,60
1556978400,161.41,162.84,160.93,162.33,2979072,60
1556982000,162.29,162.78,161.94,162.02,1366088,60
1556985600,162.01,162.52,161.35,162.26,1967459,60
1556989200,162.23,162.6,161.67,162.32,918323,60
1556992800,162.32,162.51,161.7,162.49,695536,60
1556996400,162.49,163.17,162.44,162.82,503950,60
1557000000,162.84,163.9,162.71,163.84,600111,60
1557003600,163.78,165,163.34,164.38,2286681,60
1557007200,164.38,165.15,163.85,164.39,1936108,60
1557010800,164.39,164.57,163.12,163.61,1975968,60
1557014400,163.64,164.47,162.85,163.13,2103623,60
1557018000,163.13,163.71,162.65,163.25,1508386,60
1557021600,163.23,164.36,163.21,163.55,1372304,60
1557025200,163.55,164,163.37,163.83,1069437,60
1557028800,163.85,164.17,163.52,164.03,2274437,60
1557032400,164.02,165.2,164,165.03,2181156,60
1557036000,165.05,165.34,164,164.21,1777635,60
1557039600,164.22,164.29,162.6,162.82,2060976,60
1557043200,162.8,163.14,162,163.03,2098434,60
1557046800,163.04,163.55,162.66,163,1767879,60
1557050400,163.01,163.27,162.25,163.25,1508454,60
1557054000,163.26,163.33,162.56,162.6,1168801,60
1557057600,162.58,163.63,162.53,163.25,1594550,60
1557061200,163.26,163.6,162.96,163.35,981570,60
1557064800,163.32,163.46,162.5,162.7,1429323,60
1557068400,162.7,163.15,162.6,162.93,1225332,60
1557072000,162.95,162.95,161.09,161.8,2591499,60
1557075600,161.82,161.82,160.22,160.36,1830973,60
1557079200,160.37,161.7,159.3,161.56,2468544,60
1557082800,161.63,162.66,161.2,162.66,563224,60
1557086400,162.67,164.55,162.67,164.36,1340475,60
1557090000,164.36,164.66,163.19,163.26,628049,60
1557093600,163.26,163.67,162.77,162.93,625776,60
1557097200,162.93,163.48,162.85,162.97,450982,60
1557100800,162.96,163.16,161.05,161.69,2304696,60
1557104400,161.65,162.16,160.52,161.35,3089948,60
1557108000,161.35,161.95,161.18,161.81,1330706,60
1557111600,161.82,162.1,161,161.16,1970024,60
1557115200,161.16,161.64,160.8,161.49,1405397,60
1557118800,161.54,161.78,160.99,161.11,1351798,60
1557122400,161.12,161.24,160,160.58,2143242,60
1557126000,160.55,161.2,159.7,160.02,2419040,60
1557129600,160.02,160.4,159.38,159.77,2335088,60
1557133200,159.77,164.5,159.63,163.39,6516602,60
1557136800,163.37,165.14,163.37,163.74,4541840,60
1557140400,163.74,165.66,163.52,165.05,3260065,60
1557144000,165.05,165.4,163.86,164.03,2562765,60
1557147600,164.03,164.86,164.03,164.48,1778191,60
1557151200,164.48,168.6,164.46,167.24,8809649,60
1557154800,167.23,171.14,167.1,170.56,11108594,60
1557158400,170.56,178,170.54,175.67,27606354,60
1557162000,175.75,176.36,175,175.6,5571935,60
1557165600,175.6,176.32,175.1,175.8,2880115,60
1557169200,175.74,176.36,175,175.13,2940404,60
1557172800,175.14,175.5,175,175.1,5370724,60
1557176400,175.1,175.65,175,175.2,1896450,60
1557180000,175.17,175.7,175,175.18,2206869,60
1557183600,175.17,175.19,173.01,173.02,16868872,60
1557187200,173.02,182.7,173.01,181.19,25439115,60
1557190800,181.17,182.12,178.96,178.98,9302267,60
1557194400,178.96,180.3,178.28,179.2,8114146,60
1557198000,179.2,180.35,178.5,180.16,8955473,60
1557201600,180.14,180.14,178.19,178.85,5012338,60
1557205200,178.85,179.43,177.44,177.54,4297007,60
1557208800,177.55,179.15,177.33,178.22,6343872,60
1557212400,178.21,178.3,175.8,177.21,8047408,60
1557216000,177.21,177.93,176.15,176.61,3423185,60
1557219600,176.6,178.9,176.21,178.22,4696338,60
1557223200,178.25,178.81,177.09,177.62,2458707,60
1557226800,177.62,178.11,176.38,177.93,2633321,60
1557230400,177.95,178.52,177.36,178.06,3059592,60
1557234000,178.08,179.4,177.53,179.34,3562677,60
1557237600,179.34,179.68,170.03,173.11,17138007,60
1557241200,173.12,173.61,171.66,173.44,4533125,60
1557244800,173.44,175.3,172.88,174.94,4321110,60
1557248400,174.95,174.95,172.99,173.39,2296076,60
1557252000,173.39,173.4,171.76,172.13,2290101,60
1557255600,172.13,172.5,170.96,171.9,3007964,60
1557259200,171.92,173.42,171.73,172.13,1116127,60
1557262800,172.18,174.22,172.11,173.81,1157860,60
1557266400,173.78,174.93,172.84,174.63,1244259,60
1557270000,174.61,175.34,168,168.98,8045163,60
1557273600,168.98,169.12,165.04,167.6,11425288,60
1557277200,167.67,170,167.44,169.27,3612956,60
1557280800,169.27,170.6,169.02,169.74,4141648,60
1557284400,169.72,169.93,168.5,169.68,2486625,60
1557288000,169.69,171.38,169.58,170.89,2857608,60
1557291600,170.9,171.56,169.75,171.17,2811561,60
1557295200,171.17,172.16,170.96,171.52,3932678,60
1557298800,171.49,171.76,169.83,170.24,3003503,60
1557302400,170.24,171.37,169.29,170.01,3854799,60
1557306000,170.01,170.97,170,170.75,1853653,60
1557309600,170.76,171.32,170,170.85,3003032,60
1557313200,170.85,172,170.47,171.19,3641693,60
1557316800,171.19,171.74,170.71,171.09,2495914,60
1557320400,171.1,171.11,169.92,170.24,3157234,60
1557324000,170.24,170.39,168.15,169.86,3588106,60
1557327600,169.87,171,169.67,170.32,2351052,60
1557331200,170.32,171,168.83,169.07,2918072,60
1557334800,169.08,169.77,168.39,168.86,2010197,60
1557338400,168.87,169.32,168.3,169.18,937077,60
1557342000,169.17,169.93,168.81,169.34,686018,60
1557345600,169.32,169.99,168.9,169.99,790800,60
1557349200,169.98,170.6,169.55,169.77,707774,60
1557352800,169.77,172.9,169.77,171.59,2768974,60
1557356400,171.57,173,168.72,170.92,4069249,60
1557360000,170.89,172.5,170.21,171.88,3325135,60
1557363600,171.86,173.67,171.7,172.99,5746676,60
1557367200,172.98,173,172.16,172.31,2040330,60
1557370800,172.34,172.46,171.56,171.78,2234838,60
1557374400,171.78,172.19,171.65,172.19,1845654,60
1557378000,172.19,172.5,170,170.57,4722150,60
1557381600,170.59,171.04,169,170.69,5615986,60
1557385200,170.67,171.13,170.18,170.66,3190472,60
1557388800,170.66,171.89,170.29,171.41,2640187,60
1557392400,171.42,171.55,170.8,171.29,2728837,60
1557396000,171.29,171.49,171,171.33,1503453,60
1557399600,171.3,171.33,170,170.23,2758003,60
1557403200,170.23,170.25,168.3,168.86,6087704,60
1557406800,168.83,169.95,167.6,169.55,3919092,60
1557410400,169.55,169.56,168.74,168.94,2153017,60
1557414000,168.93,169.09,168,168.4,2488170,60
1557417600,168.39,169.11,168.17,168.66,2024050,60
1557421200,168.64,168.69,167.63,167.8,1433431,60
1557424800,167.82,168.05,166.64,167.71,1916275,60
1557428400,167.71,168.41,167.5,168.06,792336,60
1557432000,168.1,169.14,167.61,169.12,1236486,60
1557435600,169.12,170.17,168.64,169.31,1655914,60
1557439200,169.32,171.17,168.7,171.16,2575887,60
1557442800,171.17,172.28,170.39,170.97,3692783,60
1557446400,170.97,171.3,169.38,169.4,2440197,60
1557450000,169.39,170.17,168.5,170.17,2625874,60
1557453600,170.17,172.43,169.45,171.69,8971168,60
1557457200,171.69,172.84,170.15,171.15,5703256,60
1557460800,171.15,175.55,170.8,175.4,15988512,60
1557464400,175.4,175.44,173.42,174.51,4079721,60
1557468000,174.51,174.68,173.71,174.37,3226404,60
1557471600,174.37,175,173.96,174.78,3844906,60
1557475200,174.78,175.59,172.5,173.27,7513631,60
1557478800,173.32,173.89,172.6,173.62,3143653,60
1557482400,173.65,174.14,172.62,172.65,2356193,60
1557486000,172.66,173.07,172.3,172.69,2423964,60
1557489600,172.68,172.78,171.96,172.24,3304669,60
1557493200,172.24,173.01,171.62,172.7,2530496,60
1557496800,172.69,173.1,171.84,172.23,3098599,60
1557500400,172.23,173.5,172.08,173.18,1910124,60
1557504000,173.18,174.6,172.5,173.96,4571183,60
1557507600,173.97,176,173.13,175.98,6569804,60
1557511200,175.99,176,174.36,174.79,3107600,60
1557514800,174.8,175.77,174.4,175.29,1716479,60
1557518400,175.3,176,170.34,172.46,7824471,60
1557522000,172.5,173.22,171.03,172.96,2895566,60
1557525600,172.93,174,172.67,174,1220617,60
1557529200,174,174,172.63,172.88,1546511,60
1557532800,172.88,175.1,172.88,175.01,2566881,60
1557536400,175.01,175.89,174.32,175.69,3743870,60
1557540000,175.69,177.76,174.23,176.83,10267400,60
1557543600,176.82,177.2,176,176.73,5264881,60
1557547200,176.72,177.13,174,175.5,9928815,60
1557550800,175.51,178,175.04,176.57,10061705,60
1557554400,176.57,178.8,175.5,177.32,15108388,60
1557558000,177.32,177.84,176.8,176.99,4244276,60
1557561600,177.02,185.12,176.93,182.8,22805282,60
1557565200,182.79,185.25,182.66,185.2,10634009,60
1557568800,185.2,193.26,185.19,191.08,24602676,60
1557572400,191.09,191.36,187.19,187.86,12358869,60
1557576000,187.85,189,186.41,188.13,8634714,60
1557579600,188.11,190.42,187.05,189.84,6646842,60
1557583200,189.84,189.96,187.63,189.4,5157355,60
1557586800,189.39,192,188.97,191.43,9711655,60
1557590400,191.4,191.65,189.1,190.12,7489210,60
1557594000,190.13,199,189.25,198.68,12634069,60
1557597600,198.61,198.66,195.01,196.43,7218572,60
1557601200,196.43,196.48,193,194.4,5041578,60
1557604800,194.4,197.3,194.4,197.28,3185350,60
1557608400,197.27,197.8,194.6,197.18,3741540,60
1557612000,197.18,200,195,199.14,15554462,60
1557615600,199.14,205.03,190.1,192.13,27296516,60
1557619200,192.13,196.47,187.12,190.17,26636599,60
1557622800,190.06,195.85,190.06,194.39,11010825,60
1557626400,194.38,196.25,192.18,192.18,9583242,60
1557630000,192.17,194.8,191.65,194,4909541,60
1557633600,194.03,195.9,193.88,194.05,6767107,60
1557637200,194.04,197.68,194.03,197,7301154,60
1557640800,197,198.5,195.5,197.21,5488085,60
1557644400,197.21,203.2,196.96,200.28,14901532,60
1557648000,200.28,201.4,190.03,196.29,18030521,60
1557651600,196.29,197.97,192.48,194.81,11197736,60
1557655200,194.8,195.17,190.13,191.68,11894842,60
1557658800,191.62,193.94,186.78,190.1,18477373,60
1557662400,190.1,190.77,187.99,190.6,9240905,60
1557666000,190.6,192.76,188.73,189.21,6832779,60
1557669600,189.23,190.7,183.37,184.35,13588487,60
1557673200,184.35,186.57,182.78,185.41,12187374,60
1557676800,185.42,186.5,183.94,184.4,6394042,60
1557680400,184.42,186.39,184.33,186.39,2356651,60
1557684000,186.4,188.88,185.95,188.83,3120163,60
1557687600,188.88,188.97,186.55,188,2782805,60
1557691200,188,190.21,187.37,190.21,1980972,60
1557694800,190.16,190.69,188.82,190.51,1920479,60
1557698400,190.51,190.55,185.65,187.18,4542389,60
1557702000,187.27,188.58,185.61,188.13,3128313,60
1557705600,188.13,190.71,185.6,190.32,4220298,60
1557709200,190.33,191.07,189.4,189.84,4582888,60
1557712800,189.83,190.22,188.82,189.51,2400843,60
1557716400,189.51,189.88,188.57,189.69,3052709,60
1557720000,189.69,192.55,189.6,192.5,5863219,60
1557723600,192.49,193,189.8,190.04,7160473,60
1557727200,190.04,191,189.7,190.41,3525100,60
1557730800,190.43,190.44,187.38,188.23,4750798,60
1557734400,188.15,189.15,187.18,188.32,4420839,60
1557738000,188.32,190.28,188.25,190,3557896,60
1557741600,189.91,190.43,188.49,190.3,5107838,60
1557745200,190.3,192.65,189.5,191.18,6088468,60
1557748800,191.18,193,190.64,192.9,6020636,60
1557752400,192.88,193.73,191.9,192.5,6246259,60
1557756000,192.48,196.2,191.77,194.43,9607399,60
1557759600,194.44,202.68,193.88,200.84,25697436,60
1557763200,200.84,207.43,200.2,202.75,26940631,60
1557766800,202.72,202.79,198,199.12,9218758,60
1557770400,199.12,201.47,198.61,201.01,5000897,60
1557774000,200.99,201.6,200.09,200.71,5294512,60
1557777600,200.68,200.73,198.5,199.34,6169225,60
1557781200,199.34,203.08,199.3,202.83,7369411,60
1557784800,202.83,204.96,195,196.51,13925291,60
1557788400,196.46,197.14,192.46,196.25,16226808,60
1557792000,196.19,199,195.23,196.91,6916678,60
1557795600,196.89,201.03,196.81,199.63,7824449,60
1557799200,199.63,206.6,198.22,204.17,14783024,60
1557802800,204.18,210,203.92,208.83,19646720,60
1557806400,208.83,211.8,207.57,210.39,16685663,60
1557810000,210.38,213.38,206.19,208.07,14962104,60
1557813600,208.06,210.22,207.65,210,8125275,60
1557817200,210,214.85,209.26,214.8,13617015,60
1557820800,214.81,215.45,204.61,206.79,18816003,60
1557824400,206.79,209.75,206.29,208.22,8560161,60
1557828000,208.16,208.29,204.09,206.85,10770213,60
1557831600,206.85,208.8,206.03,207.39,5792350,60
1557835200,207.41,210.6,207.39,209.44,6826232,60
1557838800,209.45,210,206.5,208.73,5389011,60
1557842400,208.71,210.6,204.23,207.44,9662224,60
1557846000,207.47,209,203.71,203.83,8531431,60
1557849600,203.87,209,200.89,208.04,13076474,60
1557853200,208.04,209.61,206.26,208.76,4360861,60
1557856800,208.77,209.02,205.14,205.85,5210375,60
1557860400,205.91,206.31,202.76,205.32,6737636,60
1557864000,205.33,207.55,204.46,205.64,4071086,60
1557867600,205.67,210.11,204.01,209,5105072,60
1557871200,208.97,217.2,208.97,217.2,13427896,60
1557874800,217,220.73,215.62,217.6,21847501,60
1557878400,217.58,223.1,217.55,221.25,15457473,60
1557882000,221.28,223.99,220.56,221.4,11789672,60
1557885600,221.4,223.54,219.19,222.66,9546042,60
1557889200,222.69,230.03,222.69,229.38,19599643,60
1557892800,229.48,229.48,225,225.56,7946485,60
1557896400,225.57,228.98,224.6,228.59,8738393,60
1557900000,228.59,235,228.58,231.03,20533745,60
1557903600,231.03,232.27,225.05,226.8,23539904,60
1557907200,226.75,230.5,225.11,227.37,11676276,60
1557910800,227.39,234.09,226.66,233.01,15684416,60
1557914400,232.98,236.23,232,232.2,15671800,60
1557918000,232.17,234,230.25,231.49,10319404,60
1557921600,231.47,232.39,228.08,230.62,9787789,60
1557925200,230.54,233.25,227.65,231.8,13262339,60
1557928800,231.8,233,230.06,230.75,11815996,60
1557932400,230.8,238.49,230.72,238.18,15436779,60
1557936000,238.26,243.23,236.6,239.88,33431668,60
1557939600,239.93,244.33,238,241.74,13072080,60
1557943200,241.78,242.98,239,240.26,7293259,60
1557946800,240.33,242,238.3,241.66,5775768,60
1557950400,241.67,243,236.6,238.85,8000987,60
1557954000,238.85,242.14,236,241.37,5884250,60
1557957600,241.35,246,240,245.58,7659294,60
1557961200,245.58,250,245.34,248.16,16314000,60
1557964800,248.14,266.6,246.97,262.98,33689325,60
1557968400,262.98,267.5,261.01,265.96,26218593,60
1557972000,265.96,273.98,264.34,272.26,27306098,60
1557975600,272.26,272.69,268,269.76,19300988,60
1557979200,269.76,269.86,253,261.78,48545821,60
1557982800,261.87,264,257.54,260.02,18753163,60
1557986400,260.02,269.22,258,267.84,20719167,60
1557990000,267.83,268.36,261.8,262.18,15297661,60
1557993600,262.19,265.8,260.1,260.4,14053534,60
1557997200,260.4,264.43,255,256.41,17183874,60
1558000800,256.43,258.8,241.66,248.17,50921439,60
1558004400,248.02,255.26,247,250.6,20109963,60
1558008000,250.62,252.73,242.12,245.48,18627207,60
1558011600,245.44,251.8,245.32,250.93,15849285,60
1558015200,250.93,263.02,250.77,261.25,31170764,60
1558018800,261.22,279,261.2,277.3,41326968,60
1558022400,277.3,278.55,263,265.87,46422940,60
1558026000,265.83,267.09,257.28,262.28,19956350,60
1558029600,262.21,269,258.53,263.26,14243902,60
1558033200,263.35,263.75,256.07,260.45,14562629,60
1558036800,260.47,263.58,256.1,256.12,9892200,60
1558040400,256.36,270.54,255.83,266.74,13514640,60
1558044000,266.86,272.3,258.88,259.48,12214234,60
1558047600,259.48,265.41,258.92,264.25,13705034,60
1558051200,264.43,268.54,260.6,262.18,10476044,60
1558054800,262.28,262.32,251.41,254.42,24371981,60
1558058400,254.37,256.82,242,244.01,32724333,60
1558062000,244.05,247.05,235,240.53,53790901,60
1558065600,240.63,247.77,240.51,242.26,20395084,60
1558069200,242.24,245.2,238,239.6,15500299,60
